,name,company,year,mileage,kms_driven,fuel_type,Price
2204,Hyundai i20 1.2 Era,Hyundai,2015,17.0,35000,Petrol,340000.0
2206,Maruti Wagon R VXI,Maruti,2015,18.9,45295,Petrol,430000.0
2207,BMW 5 Series 2013-2017,BMW,2018,18.12,7000,Diesel,4600000.0
2209,Mercedes-Benz New C-Class 220,Mercedes-Benz,2013,14.84,40100,Diesel,1450000.0
2211,Maruti Swift VXI,Maruti,2012,18.6,15000,Petrol,365000.0
2212,Chevrolet Sail Hatchback 1.2,Chevrolet,2014,18.2,14000,Petrol,300000.0
2218,Honda Brio 1.2 VX,Honda,2017,16.5,20000,Petrol,599000.0
2219,Volkswagen Polo Petrol Comfortline,Volkswagen,2011,16.47,46000,Petrol,305000.0
2221,Maruti Zen Estilo LXI,Maruti,2007,18.2,42000,Petrol,130000.0
2222,Toyota Etios Cross 1.4L,Toyota,2016,23.59,36681,Diesel,671000.0
2224,Hyundai Grand i10 AT,Hyundai,2016,18.9,18000,Petrol,540000.0
2227,Honda City i-VTEC CVT,Honda,2018,18.0,20300,Petrol,1421000.0
2228,Honda City 1.5 V,Honda,2010,17.0,45008,Petrol,300000.0
2229,Maruti Celerio ZXI MT,Maruti,2017,23.1,21799,Petrol,511000.00000000006
2231,Toyota Innova Crysta 2.8,Toyota,2017,11.36,35358,Diesel,2299000.0
2232,Hyundai i20 Magna,Hyundai,2009,18.5,46946,Petrol,235000.0
2233,Maruti Ritz VDi,Maruti,2012,23.2,39772,Diesel,285000.0
2237,Tata Tiago 1.2 Revotron,Tata,2016,23.84,42700,Petrol,360000.0
2239,Maruti Swift Dzire VXI,Maruti,2015,19.1,33195,Petrol,626000.0
2244,Volkswagen Vento Diesel Highline,Volkswagen,2012,20.54,50000,Diesel,550000.0
2245,Maruti Swift Dzire VXI,Maruti,2014,19.1,33485,Petrol,359000.0
2246,Fiat Linea Emotion (Diesel),Fiat,2015,20.4,32000,Diesel,465000.00000000006
2248,Hyundai Creta 1.6 SX,Hyundai,2016,19.67,41713,Diesel,1250000.0
2249,Honda City i-DTEC ZX,Honda,2017,25.6,46000,Diesel,1290000.0
2251,Maruti Swift LXI Option,Maruti,2015,20.4,29500,Petrol,415000.00000000006
2262,Toyota Etios Liva V,Toyota,2012,18.3,24500,Petrol,295000.0
2266,Ford Ecosport 1.5 Ti,Ford,2013,15.8,25984,Petrol,535000.0
2267,Maruti Baleno Sigma 1.2,Maruti,2017,21.4,15544,Petrol,565000.0
2268,Mini Cooper Countryman D,Mini,2015,23.8,34000,Diesel,2200000.0
2269,Hyundai Verna 1.6 VTVT,Hyundai,2013,17.01,24000,Petrol,595000.0
2273,Ford EcoSport 1.5 Diesel,Ford,2017,23.0,39000,Diesel,844999.9999999999
2274,BMW X6 xDrive30d,BMW,2013,11.2,45306,Diesel,4250000.0
2278,Maruti Celerio VXI,Maruti,2016,23.1,25562,Petrol,350000.0
2279,Hyundai i20 Sportz 1.2,Hyundai,2016,18.6,30292,Petrol,630000.0
2284,Ford EcoSport 1.5 Ti,Ford,2016,15.63,43983,Petrol,758000.0
2286,Audi A6 3.0 TDI,Audi,2011,16.77,50000,Diesel,2100000.0
2287,Volkswagen Passat Diesel Highline,Volkswagen,2011,18.33,42500,Diesel,525000.0
2290,Maruti Ciaz Alpha,Maruti,2018,21.56,38394,Petrol,918000.0
2291,Tata Nano Lx,Tata,2013,26.0,37287,Petrol,174000.0
2293,Ford Figo 2015-2019 1.2P,Ford,2017,18.16,39419,Petrol,495000.0
2295,Ford EcoSport 1.5 Ti,Ford,2016,18.88,7000,Petrol,690000.0
2300,Hyundai Creta 1.6 SX,Hyundai,2017,15.29,36458,Petrol,1234000.0
2302,BMW X1 sDrive 20d,BMW,2015,17.05,49000,Diesel,2299000.0
2303,Porsche Cayman 2009-2012 S,Porsche,2011,9.0,8000,Petrol,4300000.0
2304,Land Rover Range Rover,Land,2010,14.7,45000,Diesel,4000000.0
2307,Hyundai Elantra 2.0 SX,Hyundai,2016,14.62,28000,Petrol,1390000.0
2308,Maruti Ciaz RS ZDi,Maruti,2016,28.09,38500,Diesel,785000.0
2311,Volkswagen Vento 1.5 TDI,Volkswagen,2011,20.64,47000,Diesel,325000.0
2312,Honda City i VTEC,Honda,2015,17.8,28005,Petrol,710000.0
2313,Maruti Swift VXI BSIV,Maruti,2017,20.4,13000,Petrol,465000.00000000006
2315,Hyundai i20 Sportz 1.2,Hyundai,2015,18.6,50000,Petrol,495000.0
2318,Maruti Celerio LXI,Maruti,2015,23.1,30458,Petrol,299000.0
2319,Volkswagen Vento 1.6 Highline,Volkswagen,2014,15.04,46000,Petrol,445000.0
2320,Tata Nano XT,Tata,2011,23.9,50000,Petrol,75000.0
2321,Hyundai Xcent 1.2 Kappa,Hyundai,2016,25.0,36676,CNG,500000.0
2328,Skoda Fabia 1.2 MPI,Skoda,2012,16.25,27014,Petrol,219000.0
2335,Hyundai i10 Sportz,Hyundai,2012,20.36,42591,Petrol,320000.0
2337,Honda Amaze S i-Dtech,Honda,2014,25.8,48000,Diesel,450000.0
2339,Mercedes-Benz GLA Class 200,Mercedes-Benz,2018,17.9,10000,Diesel,2890000.0
2342,Maruti Baleno Zeta Automatic,Maruti,2017,21.4,36152,Petrol,722000.0
2345,Ford Ecosport 1.5 DV5,Ford,2013,22.7,36000,Diesel,635000.0
2346,Mahindra XUV500 W8 2WD,Mahindra,2015,15.1,36096,Diesel,885000.0
2349,Hyundai Grand i10 Asta,Hyundai,2014,18.9,44300,Petrol,229999.99999999997
2351,Hyundai Xcent 1.2 Kappa,Hyundai,2016,19.1,21495,Petrol,616000.0
2353,Mercedes-Benz GLA Class 200,Mercedes-Benz,2016,13.7,23000,Petrol,2500000.0
2355,Mercedes-Benz CLA 200 Sport,Mercedes-Benz,2016,15.04,25000,Petrol,2600000.0
2356,Hyundai Verna 1.6 SX,Hyundai,2013,22.32,47000,Diesel,434999.99999999994
2359,Hyundai i10 Sportz,Hyundai,2014,20.36,47003,Petrol,367000.0
2361,Hyundai Grand i10 Asta,Hyundai,2018,18.9,20492,Petrol,634000.0
2362,Mini Cooper Convertible S,Mini,2012,16.82,17000,Petrol,2200000.0
2364,Toyota Corolla Altis G,Toyota,2014,14.28,27000,Petrol,795000.0
2365,Maruti Grand Vitara 2.4,Maruti,2018,10.4,28786,Petrol,974000.0
2368,Mini Cooper 3 DOOR,Mini,2013,17.44,21000,Petrol,2150000.0
2369,Maruti Wagon R CNG,Maruti,2014,33.54,29202,CNG,390000.0
2378,Skoda Rapid 1.6 MPI,Skoda,2017,14.84,32000,Petrol,811000.0
2379,Maruti Ciaz VDi Plus,Maruti,2017,28.09,25000,Diesel,830000.0000000001
2380,Mercedes-Benz M-Class ML 250,Mercedes-Benz,2016,15.26,23218,Diesel,4561000.0
2382,Maruti Vitara Brezza VDi,Maruti,2017,24.3,40000,Diesel,785000.0
2384,Hyundai Grand i10 CRDi,Hyundai,2014,24.0,25135,Diesel,375000.0
2386,Hyundai i20 1.2 Sportz,Hyundai,2013,17.0,40000,Petrol,490000.00000000006
2387,Mahindra XUV500 AT W10,Mahindra,2018,16.0,24500,Diesel,1652000.0
2395,Ford EcoSport 1.5 Petrol,Ford,2016,17.0,21460,Petrol,600000.0
2396,Hyundai i20 1.2 Sportz,Hyundai,2015,17.0,29634,Petrol,600000.0
2398,Honda Jazz V CVT,Honda,2015,19.0,33000,Petrol,725000.0
2400,Maruti Baleno Alpha 1.2,Maruti,2016,21.4,27000,Petrol,650000.0
2403,Ford Figo 2015-2019 1.2P,Ford,2017,18.16,21740,Petrol,642000.0
2408,Maruti Vitara Brezza ZDi,Maruti,2017,24.3,48324,Diesel,900000.0
2410,Hyundai Verna 1.6 VTVT,Hyundai,2012,17.01,24000,Petrol,620000.0
2411,Hyundai Grand i10 1.2,Hyundai,2017,24.0,20773,Diesel,592000.0
2412,Volkswagen Polo 1.5 TDI,Volkswagen,2016,20.14,22000,Diesel,629000.0
2415,Hyundai Santro Xing GL,Hyundai,2014,17.92,41125,Petrol,270000.0
2416,Mercedes-Benz B Class B200,Mercedes-Benz,2017,15.0,43812,Diesel,2028000.0
2421,BMW 3 Series 320d,BMW,2013,22.69,25000,Diesel,1798999.9999999998
2425,Hyundai Xcent 1.2 Kappa,Hyundai,2015,19.1,39871,Petrol,350000.0
2427,Mercedes-Benz New C-Class C,Mercedes-Benz,2018,19.27,23152,Diesel,3922000.0
2430,Toyota Camry Hybrid,Toyota,2016,19.16,29277,Petrol,2700000.0
2432,Hyundai Xcent 1.2 Kappa,Hyundai,2014,19.1,42000,Petrol,345000.0
2437,Honda City 1.5 S,Honda,2010,17.0,38446,Petrol,259000.0
2438,Maruti Baleno Delta 1.3,Maruti,2017,27.39,33000,Diesel,696000.0
2439,Toyota Etios Liva G,Toyota,2011,18.3,42118,Petrol,219000.0
2444,Mercedes-Benz GLC 220d 4MATIC,Mercedes-Benz,2017,17.9,25000,Diesel,4500000.0
2445,Maruti Alto K10 VXI,Maruti,2011,24.07,46808,Petrol,319000.0
2452,Hyundai Creta 1.6 SX,Hyundai,2016,15.8,29477,Petrol,1025000.0
2453,Toyota Fortuner 2.8 2WD,Toyota,2017,12.9,40000,Diesel,3000000.0
2454,Maruti Ritz VXi,Maruti,2014,18.5,25000,Petrol,350000.0
2457,Ford EcoSport 1.5 Diesel,Ford,2017,23.0,30000,Diesel,899000.0
2460,Audi Q3 2012-2015 35,Audi,2015,15.73,48000,Diesel,1825000.0
2462,Tata Zest Revotron 1.2T,Tata,2017,17.57,47000,Petrol,450000.0
2465,Maruti SX4 S Cross,Maruti,2016,22.7,41000,Diesel,770000.0
2468,BMW 3 Series 320d,BMW,2017,22.69,23806,Diesel,3365999.9999999995
2470,Maruti Baleno Zeta Automatic,Maruti,2018,21.4,38852,Petrol,847000.0000000001
2472,Mercedes-Benz CLA 200 CDI,Mercedes-Benz,2017,17.9,23106,Diesel,2743000.0
2473,Honda Mobilio RS i,Honda,2015,24.5,31250,Diesel,650000.0
2475,Jaguar XF 3.0 Litre,Jaguar,2015,14.74,47759,Diesel,3180000.0
2477,Chevrolet Beat Diesel LS,Chevrolet,2013,25.44,44378,Diesel,385000.0
2482,Audi A4 35 TDI,Audi,2016,17.11,11000,Diesel,2800000.0
2483,Maruti Vitara Brezza ZDi,Maruti,2017,24.3,45362,Diesel,938000.0000000001
2486,Tata Hexa XTA,Tata,2019,17.6,14233,Diesel,1785000.0000000002
2488,Hyundai Verna 1.6 SX,Hyundai,2014,17.01,11000,Petrol,595000.0
2489,Maruti Omni 8 Seater,Maruti,2011,14.0,39000,Petrol,150000.0
2490,Maruti Alto 800 2016-2019,Maruti,2019,24.7,19855,Petrol,380000.0
2491,Mercedes-Benz New C-Class C,Mercedes-Benz,2017,19.27,20149,Diesel,3850000.0
2494,Volkswagen Vento 1.5 TDI,Volkswagen,2016,21.5,25500,Diesel,894999.9999999999
2501,Maruti Ertiga VDI,Maruti,2014,20.77,47052,Diesel,599000.0
2504,Audi A4 35 TDI,Audi,2016,17.11,39644,Diesel,2575000.0
2508,BMW 3 Series 320d,BMW,2014,22.69,18600,Diesel,2100000.0
2510,Hyundai i10 Sportz AT,Hyundai,2011,16.95,32824,Petrol,383000.0
2511,Maruti Swift VXi BSIV,Maruti,2016,16.1,19148,Petrol,589000.0
2512,Hyundai Santro Xing GLS,Hyundai,2010,17.92,35008,Petrol,136000.0
2513,BMW 6 Series Gran,BMW,2013,17.54,21000,Diesel,4400000.0
2515,Hyundai Verna 1.4 VTVT,Hyundai,2016,17.43,36000,Petrol,800000.0
2517,Maruti Swift VDI,Maruti,2018,28.4,30000,Diesel,600000.0
2518,Skoda Octavia 2.0 TDI,Skoda,2016,19.5,31021,Diesel,1661000.0
2521,BMW 5 Series 2013-2017,BMW,2016,18.12,44001,Diesel,3451000.0
2524,Hyundai i20 Sportz 1.2,Hyundai,2017,18.6,14001,Petrol,575000.0
2527,Mercedes-Benz New C-Class 230,Mercedes-Benz,2009,11.7,29000,Petrol,1000000.0
2529,Nissan Sunny 2011-2014 Diesel,Nissan,2012,21.64,38800,Diesel,405000.0
2531,Mercedes-Benz CLA 200 CDI,Mercedes-Benz,2017,17.9,20969,Diesel,2787000.0
2532,Maruti Vitara Brezza ZDi,Maruti,2018,24.3,2900,Diesel,875000.0
2534,Skoda Rapid 1.5 TDI,Skoda,2018,21.13,5833,Diesel,1192000.0
2538,Hyundai EON Magna Plus,Hyundai,2017,21.1,12000,Petrol,350000.0
2542,BMW 3 Series 318i,BMW,2012,12.05,39000,Petrol,1500000.0
2543,Mahindra NuvoSport N8,Mahindra,2017,17.45,37712,Diesel,757000.0
2546,Chevrolet Beat LT,Chevrolet,2010,18.6,30000,Petrol,160000.0
2551,Audi A4 2.0 TDI,Audi,2015,17.11,21979,Diesel,2345000.0
2556,Datsun redi-GO T Option,Datsun,2018,22.7,30953,Petrol,348000.0
2561,Jeep Compass 2.0 Limited,Jeep,2018,16.3,48188,Diesel,2169000.0
2564,Mahindra Scorpio VLX 2WD,Mahindra,2014,12.05,45128,Diesel,675000.0
2569,Maruti Swift Dzire ZDI,Maruti,2015,23.4,35082,Diesel,661000.0
2570,Hyundai Creta 1.6 CRDi,Hyundai,2016,17.01,38593,Diesel,1323000.0
2575,Hyundai i10 Magna,Hyundai,2008,20.36,38235,Petrol,195000.0
2576,Hyundai i10 Sportz 1.2,Hyundai,2011,20.36,37000,Petrol,220000.00000000003
2578,Honda Amaze S i-Vtech,Honda,2013,18.0,44000,Petrol,434999.99999999994
2581,Maruti Swift Dzire VDi,Maruti,2015,19.3,35000,Diesel,475000.0
2582,Hyundai i10 Sportz,Hyundai,2012,20.36,47324,Petrol,451999.99999999994
2587,Maruti Wagon R VXI,Maruti,2016,22.5,8000,Petrol,415000.00000000006
2589,Hyundai i20 2015-2017 Magna,Hyundai,2016,18.6,20600,Petrol,540000.0
2590,Maruti Alto K10 VXI,Maruti,2016,24.07,13198,Petrol,315000.0
2592,Hyundai i20 Sportz Option,Hyundai,2016,18.6,38000,Petrol,595000.0
2593,Tata Tiago AMT 1.2,Tata,2019,23.84,15379,Petrol,697000.0
2598,Hyundai i20 Magna,Hyundai,2009,18.5,30675,Petrol,225000.0
2599,Maruti Swift Dzire VDI,Maruti,2013,23.4,22000,Diesel,450000.0
2602,Mini Cooper Convertible S,Mini,2016,16.82,15000,Petrol,3500000.0
2605,Hyundai Verna CRDi 1.6,Hyundai,2017,22.0,50000,Diesel,1150000.0
2606,Hyundai EON Era Plus,Hyundai,2015,21.1,38000,Petrol,275000.0
2607,BMW 5 Series 2013-2017,BMW,2016,18.12,30000,Diesel,3150000.0
2608,Honda Brio S MT,Honda,2016,19.4,38735,Petrol,492000.0
2609,Maruti Ritz VDi,Maruti,2012,23.2,23598,Diesel,352000.0
2611,Maruti Swift Dzire LDI,Maruti,2016,26.59,39000,Diesel,580000.0
2613,Renault Scala RxL,Renault,2013,16.95,45000,Petrol,240000.0
2617,Hyundai Grand i10 CRDi,Hyundai,2016,24.0,46522,Diesel,450000.0
2624,Audi A4 1.8 TFSI,Audi,2010,12.3,38001,Petrol,850000.0
2629,Hyundai Creta 1.6 CRDi,Hyundai,2016,19.67,11554,Diesel,1425000.0
2631,Honda City i VTEC,Honda,2014,17.4,48104,Petrol,549000.0
2634,Hyundai Grand i10 AT,Hyundai,2015,18.9,33931,Petrol,591000.0
2635,Hyundai Grand i10 1.2,Hyundai,2019,18.9,13916,Petrol,644000.0
2637,Hyundai Grand i10 Sportz,Hyundai,2015,18.9,14000,Petrol,459999.99999999994
2639,Hyundai i20 Asta 1.2,Hyundai,2016,18.6,17560,Petrol,721000.0
2643,Tata Nano Twist XT,Tata,2015,25.4,19963,Petrol,174000.0
2644,Ford Figo 2015-2019 1.2P,Ford,2019,18.12,1000,Petrol,680000.0
2645,Hyundai i20 1.2 Asta,Hyundai,2017,18.6,8000,Petrol,750000.0
2646,Honda BRV i-VTEC V,Honda,2016,15.4,9200,Petrol,800000.0
2647,Honda Amaze S Diesel,Honda,2015,27.4,29000,Diesel,599000.0
2648,Hyundai Creta 1.6 CRDi,Hyundai,2017,19.67,27000,Diesel,1290000.0
2649,Maruti Baleno Zeta 1.2,Maruti,2018,21.4,22900,Petrol,700000.0
2650,Audi Q5 2.0 TDI,Audi,2014,14.16,50000,Diesel,3500000.0
2653,Ford Figo Petrol Titanium,Ford,2010,15.6,42000,Petrol,240000.0
2658,Mercedes-Benz CLA 200 Sport,Mercedes-Benz,2017,15.04,24733,Petrol,2715000.0
2659,Audi A6 2.8 FSI,Audi,2008,10.4,41000,Petrol,1050000.0
2660,Maruti Ciaz ZXi Plus,Maruti,2015,20.73,30000,Petrol,670000.0
2661,Ford Ecosport 1.5 DV5,Ford,2013,22.7,36000,Diesel,490000.00000000006
2662,Mahindra Bolero mHAWK D70,Mahindra,2017,16.5,40279,Diesel,800000.0
2663,Maruti Alto K10 VXI,Maruti,2018,24.07,46805,Petrol,363000.0
2666,Maruti Swift 1.3 VXi,Maruti,2014,16.1,32986,Petrol,424000.0
2669,Hyundai i10 Sportz AT,Hyundai,2012,16.95,37229,Petrol,341000.0
2674,Hyundai Creta 1.6 CRDi,Hyundai,2017,19.67,40459,Diesel,1328000.0
2676,Maruti Wagon R LXI,Maruti,2011,22.5,15466,Petrol,336000.0
2677,Honda Mobilio E i,Honda,2014,17.3,23000,Petrol,425000.0
2678,Hyundai i10 Magna,Hyundai,2012,20.36,43766,Petrol,430000.0
2680,Hyundai i20 1.4 Sportz,Hyundai,2018,22.54,18521,Diesel,918000.0
2681,Maruti Celerio ZXI Optional,Maruti,2017,23.1,26400,Petrol,499000.0
2682,Skoda Laura 1.8 TSI,Skoda,2011,13.4,31900,Petrol,375000.0
2683,Ford Figo Diesel LXI,Ford,2010,20.0,39000,Diesel,250000.0
2684,Honda Jazz 1.5 VX,Honda,2016,27.3,45671,Diesel,720000.0
2685,Mercedes-Benz E-Class 2015-2017 E250,Mercedes-Benz,2016,15.0,39500,Diesel,2950000.0
2687,Volvo S60 D3,Volvo,2012,18.5,20000,Diesel,1200000.0
2689,Hyundai Verna 1.6 SX,Hyundai,2014,22.32,48000,Diesel,509999.99999999994
2692,Maruti Wagon R VXI,Maruti,2014,22.5,41994,Petrol,341000.0
2694,Mahindra KUV 100 mFALCON,Mahindra,2017,18.15,24806,Petrol,560000.0
2696,Mahindra TUV 300 T8,Mahindra,2017,18.49,30000,Diesel,819999.9999999999
2700,Maruti Vitara Brezza ZDi,Maruti,2017,24.3,25299,Diesel,1034000.0
2706,Maruti Swift Dzire VDI,Maruti,2017,23.4,18414,Diesel,725000.0
2707,Honda Amaze V Petrol,Honda,2016,19.5,40866,Petrol,547000.0
2709,Mini Cooper Convertible S,Mini,2017,16.82,20469,Petrol,3597999.9999999995
2710,Hyundai EON Era Plus,Hyundai,2017,21.1,8500,Petrol,342000.0
2711,Audi A6 3.0 TDI,Audi,2008,16.77,45000,Diesel,1150000.0
2712,Hyundai i20 Active 1.2,Hyundai,2016,17.19,6000,Petrol,725000.0
2713,Maruti Swift AMT DDiS,Maruti,2018,28.4,11000,Diesel,800000.0
2715,Maruti Wagon R VXI,Maruti,2016,18.9,29930,Petrol,335000.0
2716,Volkswagen Vento 1.5 TDI,Volkswagen,2013,20.34,49105,Diesel,440000.00000000006
2718,Honda Jazz 1.2 SV,Honda,2015,18.7,23000,Petrol,560000.0
2720,Volkswagen Ameo 1.5 TDI,Volkswagen,2018,21.66,31426,Diesel,790000.0
2722,Honda Brio VX AT,Honda,2014,16.5,28000,Petrol,495000.0
2723,Skoda Rapid 1.6 MPI,Skoda,2017,14.3,13412,Petrol,919000.0
2726,Maruti Baleno Alpha CVT,Maruti,2019,21.4,13574,Petrol,951000.0
2731,Maruti Swift Dzire ZXI,Maruti,2017,20.85,37282,Petrol,675000.0
2732,Hyundai Grand i10 Sportz,Hyundai,2017,18.9,23000,Petrol,450000.0
2734,Hyundai Verna 1.6 CRDi,Hyundai,2016,23.9,31000,Diesel,900000.0
2736,Ford Figo Diesel EXI,Ford,2014,20.0,45001,Diesel,254999.99999999997
2743,Maruti Vitara Brezza ZDi,Maruti,2017,24.3,38426,Diesel,913000.0000000001
2744,Maruti Eeco 7 Seater,Maruti,2011,15.1,45000,Petrol,225000.0
2747,Maruti Wagon R LXI,Maruti,2010,22.5,37822,Petrol,235000.0
2748,Maruti Celerio ZDi,Maruti,2015,27.62,33517,Diesel,310000.0
2752,Hyundai Verna 1.6 SX,Hyundai,2014,17.1,45000,Petrol,750000.0
2753,Honda Brio S Option,Honda,2013,18.4,33793,Petrol,374000.0
2754,Maruti Swift VXI Optional,Maruti,2017,20.4,26327,Petrol,586000.0
2755,Mercedes-Benz New C-Class C,Mercedes-Benz,2018,19.27,20604,Diesel,3961999.9999999995
2757,Maruti Swift AMT VDI,Maruti,2018,28.4,11500,Diesel,750000.0
2759,Skoda Superb Elegance 1.8,Skoda,2014,13.7,38000,Petrol,1160000.0
2760,Mercedes-Benz New C-Class C,Mercedes-Benz,2012,14.84,49000,Diesel,1925000.0
2762,Hyundai i10 Sportz,Hyundai,2016,20.36,7000,Petrol,360000.0
2763,Honda Amaze S i-DTEC,Honda,2014,25.8,20000,Diesel,450000.0
2764,Hyundai i20 Magna 1.4,Hyundai,2017,21.9,14061,Diesel,740000.0
2767,Hyundai Getz GLE,Hyundai,2006,15.3,44000,Petrol,175000.0
2768,Maruti Baleno Alpha,Maruti,2016,21.4,12208,Petrol,675000.0
2771,Honda City 1.5 V,Honda,2016,17.0,28414,Petrol,840000.0
2772,Volkswagen Polo GT TSI,Volkswagen,2017,17.21,27853,Petrol,825000.0
2774,Maruti Swift Dzire VDI,Maruti,2017,26.59,26000,Diesel,750000.0
2775,Honda City 1.5 V,Honda,2012,17.0,45496,Petrol,475000.0
2779,Maruti Alto LXi,Maruti,2010,19.7,38127,Petrol,155000.0
2783,Honda Brio E MT,Honda,2016,19.4,27969,Petrol,473000.00000000006
2786,Hyundai Grand i10 1.2,Hyundai,2018,18.9,20689,Petrol,607000.0
2787,Maruti Baleno Delta 1.2,Maruti,2018,21.4,25093,Petrol,776000.0
2788,Mahindra Xylo E8 ABS,Mahindra,2016,11.68,49176,Diesel,746000.0
2790,Hyundai i20 1.2 Magna,Hyundai,2012,18.5,38214,Petrol,405000.0
2791,Mitsubishi Pajero 2.8 SFX,Mitsubishi,2013,10.5,48986,Diesel,1188000.0
2794,BMW 3 Series 2005-2011,BMW,2011,10.9,43706,Petrol,900000.0
2796,Mahindra TUV 300 2015-2019,Mahindra,2017,18.49,49404,Diesel,736000.0
2798,Renault KWID RXT,Renault,2016,25.17,24000,Petrol,310000.0
2800,Maruti Swift VXi BSIV,Maruti,2017,16.1,12000,Petrol,550000.0
2801,Skoda Laura 1.9 TDI,Skoda,2012,17.0,45000,Diesel,699000.0
2802,Maruti Alto 800 2016-2019,Maruti,2018,24.7,26234,Petrol,429000.0
2805,Audi Q3 2012-2015 35,Audi,2015,15.73,48000,Diesel,1875000.0
2808,Maruti Wagon R LXI,Maruti,2016,20.51,4800,Petrol,360000.0
2809,Honda City i VTEC,Honda,2017,17.8,38607,Petrol,787000.0
2810,Hyundai Grand i10 1.2,Hyundai,2018,18.9,3958,Petrol,555000.0
2816,Hyundai Verna 1.6 SX,Hyundai,2016,22.32,16159,Diesel,783000.0
2818,Honda Brio S MT,Honda,2014,19.4,22100,Petrol,355000.0
2819,Hyundai i20 Active 1.2,Hyundai,2017,17.19,35043,Petrol,819000.0
2820,BMW 3 Series 320d,BMW,2018,18.88,24000,Diesel,2800000.0
2823,Maruti Swift VXi BSIV,Maruti,2015,16.1,13769,Petrol,441000.0
2826,Fiat Avventura MULTIJET Emotion,Fiat,2018,20.5,18705,Diesel,771000.0
2827,Maruti Wagon R Stingray,Maruti,2013,20.51,32378,Petrol,280000.0
2828,Chevrolet Sail Hatchback LS,Chevrolet,2013,22.1,45000,Diesel,300000.0
2829,Mahindra XUV500 W8 2WD,Mahindra,2015,15.1,36836,Diesel,1249000.0
2831,BMW X3 xDrive20d xLine,BMW,2017,18.56,36935,Diesel,3264000.0
2832,Maruti Swift VDI BSIV,Maruti,2015,25.2,23000,Diesel,650000.0
2833,BMW 5 Series 2013-2017,BMW,2015,18.12,14000,Diesel,3500000.0
2841,Maruti Wagon R AMT,Maruti,2018,20.51,27413,Petrol,518000.0
2843,Hyundai i20 Sportz 1.2,Hyundai,2013,18.5,40300,Petrol,280000.0
2847,Maruti Omni MPI CARGO,Maruti,2015,16.8,23000,Petrol,150000.0
2849,Renault KWID 1.0 RXT,Renault,2018,21.7,18335,Petrol,450000.0
2850,Mercedes-Benz B Class 2012-2015,Mercedes-Benz,2014,15.0,36000,Diesel,1625000.0
2851,Volkswagen Polo GT TSI,Volkswagen,2017,17.21,25000,Petrol,775000.0
2853,Toyota Fortuner 2.8 2WD,Toyota,2019,12.9,21719,Diesel,3313000.0000000005
2856,Maruti Swift Dzire VXI,Maruti,2018,20.85,10671,Petrol,651000.0
2857,Renault KWID Climber 1.0,Renault,2018,21.7,4126,Petrol,480000.0
2862,Maruti Swift Dzire Ldi,Maruti,2015,19.3,40082,Diesel,476000.0
2865,Hyundai EON Era Plus,Hyundai,2018,21.1,15334,Petrol,369000.0
2868,Honda Amaze E i-Vtech,Honda,2014,18.0,44753,Petrol,494000.00000000006
2870,Maruti Wagon R Stingray,Maruti,2014,20.51,23840,Petrol,300000.0
2875,Tata Tigor 1.05 Revotorq,Tata,2019,24.7,29279,Diesel,746000.0
2876,Volkswagen Vento 1.5 TDI,Volkswagen,2017,21.5,33550,Diesel,960000.0
2879,Skoda Rapid 1.5 TDI,Skoda,2016,21.66,46630,Diesel,859000.0
2885,Hyundai i20 Asta Option,Hyundai,2015,18.6,39000,Petrol,550000.0
2888,Ford EcoSport 1.5 Petrol,Ford,2018,14.8,27852,Petrol,1044000.0
2892,Tata Nexon 1.5 Revotorq,Tata,2018,21.5,14000,Diesel,990000.0
2897,Mahindra XUV500 W8 4WD,Mahindra,2017,16.0,14600,Diesel,1450000.0
2899,Maruti Ciaz ZXi,Maruti,2015,20.73,25470,Petrol,590000.0
2900,Hyundai EON Era Plus,Hyundai,2013,21.1,22000,Petrol,260000.0
2903,Hyundai Grand i10 1.2,Hyundai,2017,24.0,26877,Diesel,575000.0
2908,Hyundai i20 Sportz 1.2,Hyundai,2015,18.6,32000,Petrol,480000.0
2912,Hyundai Grand i10 1.2,Hyundai,2018,18.9,10000,Petrol,585000.0
2913,Jeep Compass 2.0 Limited,Jeep,2019,16.3,6261,Diesel,2391000.0
2914,Maruti Ignis 1.2 AMT,Maruti,2019,20.89,3906,Petrol,736000.0
2917,Toyota Innova Crysta 2.4,Toyota,2017,13.68,38000,Diesel,1764999.9999999998
2920,Mahindra Thar DI 4X4,Mahindra,2018,18.06,2500,Diesel,825000.0
2921,Land Rover Range Rover,Land,2018,12.7,41661,Diesel,4483000.0
2924,Maruti Celerio ZXI AT,Maruti,2016,23.1,30000,Petrol,425000.0
2925,Jaguar XF 2.2 Litre,Jaguar,2014,16.36,43000,Diesel,2650000.0
2928,Honda Amaze S i-Vtech,Honda,2015,18.0,42000,Petrol,430000.0
2934,Toyota Innova Crysta 2.8,Toyota,2017,11.36,18000,Diesel,1825000.0
2937,Maruti Baleno Alpha 1.3,Maruti,2016,27.39,29000,Diesel,650000.0
2939,Maruti Celerio VXI AT,Maruti,2015,23.1,33000,Petrol,399000.0
2942,Honda Jazz 1.5 SV,Honda,2016,27.3,48719,Diesel,625000.0
2945,Mercedes-Benz New C-Class C,Mercedes-Benz,2018,19.27,10714,Diesel,3951000.0
2947,Maruti Swift VDI,Maruti,2014,22.9,35010,Diesel,350000.0
